math score,reading score,writing score,math_score_scaled,reading_score_scaled,writing_score_scaled,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none,parental_education_level,avg_reading_writing,avg_reading_writing_scaled,prep_education_interaction,math score_outlier,reading score_outlier,writing score_outlier
57,43,47,0.5700000000000001,0.3132530120481928,0.41111111111111115,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,45.0,0.36416184971098264,0,False,False,False
88,73,78,0.88,0.674698795180723,0.7555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,75.5,0.7167630057803468,0,False,False,False
22,39,33,0.22,0.2650602409638554,0.2555555555555556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,36.0,0.2601156069364161,0,True,False,False
88,84,75,0.88,0.8072289156626508,0.7222222222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,79.5,0.7630057803468208,0,False,False,False
73,68,66,0.73,0.6144578313253013,0.6222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,67.0,0.6184971098265896,0,False,False,False
68,75,81,0.68,0.6987951807228916,0.7888888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4,78.0,0.7456647398843931,4,False,False,False
100,100,93,1.0,1.0,0.9222222222222223,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,96.5,0.9595375722543352,3,False,False,False
62,67,69,0.62,0.6024096385542169,0.6555555555555556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,68.0,0.630057803468208,0,False,False,False
77,67,68,0.77,0.6024096385542169,0.6444444444444444,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,67.5,0.6242774566473989,0,False,False,False
59,70,66,0.59,0.6385542168674699,0.6222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,68.0,0.630057803468208,3,False,False,False
54,49,47,0.54,0.3855421686746988,0.41111111111111115,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4,48.0,0.3988439306358381,0,False,False,False
62,67,61,0.62,0.6024096385542169,0.5666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,64.0,0.5838150289017341,0,False,False,False
70,89,88,0.7000000000000001,0.8674698795180723,0.8666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,88.5,0.8670520231213873,2,False,False,False
66,74,78,0.66,0.6867469879518073,0.7555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,76.0,0.7225433526011561,1,False,False,False
60,60,60,0.6,0.5180722891566265,0.5555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,60.0,0.5375722543352601,0,False,False,False
61,86,87,0.61,0.8313253012048193,0.8555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,86.5,0.8439306358381503,3,False,False,False
66,62,64,0.66,0.5421686746987953,0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,63.0,0.5722543352601156,0,False,False,False
82,78,74,0.8200000000000001,0.7349397590361446,0.7111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,76.0,0.7225433526011561,3,False,False,False
75,88,85,0.75,0.855421686746988,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,86.5,0.8439306358381503,2,False,False,False
49,53,52,0.49,0.4337349397590362,0.46666666666666673,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5,52.5,0.4508670520231214,0,False,False,False
52,53,49,0.52,0.4337349397590362,0.4333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,51.0,0.4335260115606936,0,False,False,False
81,92,91,0.81,0.9036144578313253,0.8999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,91.5,0.9017341040462427,0,False,False,False
96,100,100,0.96,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4,100.0,0.9999999999999999,4,False,False,False
53,51,51,0.53,0.40963855421686746,0.45555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,51.0,0.4335260115606936,1,False,False,False
58,76,78,0.58,0.710843373493976,0.7555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,77.0,0.7341040462427746,5,False,False,False
68,83,78,0.68,0.7951807228915663,0.7555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,80.5,0.7745664739884393,1,False,False,False
67,75,70,0.67,0.6987951807228916,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,72.5,0.6820809248554913,2,False,False,False
72,73,74,0.72,0.674698795180723,0.7111111111111111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,73.5,0.6936416184971098,1,False,False,False
94,88,78,0.9400000000000001,0.855421686746988,0.7555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,83.0,0.8034682080924855,0,False,False,False
79,86,81,0.79,0.8313253012048193,0.7888888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,83.5,0.8092485549132947,0,False,False,False
63,67,70,0.63,0.6024096385542169,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,68.5,0.6358381502890174,0,False,False,False
43,51,54,0.43,0.40963855421686746,0.4888888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4,52.5,0.4508670520231214,4,False,False,False
81,91,87,0.81,0.8915662650602411,0.8555555555555555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5,89.0,0.8728323699421966,5,False,False,False
46,54,58,0.46,0.4457831325301205,0.5333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,56.0,0.49132947976878616,1,False,False,False
71,77,77,0.71,0.7228915662650603,0.7444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,77.0,0.7341040462427746,3,False,False,False
52,70,62,0.52,0.6385542168674699,0.5777777777777777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,66.0,0.6069364161849711,5,False,False,False
97,100,100,0.97,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,100.0,0.9999999999999999,0,False,False,False
62,68,75,0.62,0.6144578313253013,0.7222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5,71.5,0.6705202312138728,5,False,False,False
46,64,66,0.46,0.5662650602409639,0.6222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,65.0,0.5953757225433526,0,False,False,False
50,50,47,0.5,0.3975903614457832,0.41111111111111115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,48.5,0.4046242774566474,0,False,False,False
65,69,70,0.65,0.6265060240963856,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,69.5,0.6473988439306358,0,False,False,False
45,52,49,0.45,0.42168674698795183,0.4333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,50.5,0.4277456647398844,0,False,False,False
65,67,65,0.65,0.6024096385542169,0.611111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,66.0,0.6069364161849711,3,False,False,False
80,76,65,0.8,0.710843373493976,0.611111111111111,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,70.5,0.6589595375722543,0,False,False,False
62,66,68,0.62,0.5903614457831325,0.6444444444444444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,67.0,0.6184971098265896,0,False,False,False
48,52,45,0.48,0.42168674698795183,0.3888888888888889,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,48.5,0.4046242774566474,0,False,False,False
77,88,87,0.77,0.855421686746988,0.8555555555555555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,87.5,0.8554913294797687,0,False,False,False
66,65,69,0.66,0.5783132530120483,0.6555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,67.0,0.6184971098265896,0,False,False,False
76,83,79,0.76,0.7951807228915663,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,81.0,0.7803468208092486,2,False,False,False
62,64,66,0.62,0.5662650602409639,0.6222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,65.0,0.5953757225433526,0,False,False,False
77,62,62,0.77,0.5421686746987953,0.5777777777777777,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,62.0,0.5606936416184971,2,False,False,False
69,84,85,0.6900000000000001,0.8072289156626508,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5,84.5,0.8208092485549132,5,False,False,False
61,55,52,0.61,0.45783132530120485,0.46666666666666673,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,53.5,0.4624277456647399,0,False,False,False
59,69,65,0.59,0.6265060240963856,0.611111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,67.0,0.6184971098265896,0,False,False,False
55,56,51,0.55,0.4698795180722892,0.45555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,53.5,0.4624277456647399,0,False,False,False
45,53,55,0.45,0.4337349397590362,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,54.0,0.4682080924855492,0,False,False,False
78,79,76,0.78,0.746987951807229,0.7333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,77.5,0.7398843930635838,0,False,False,False
67,84,86,0.67,0.8072289156626508,0.8444444444444444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,85.0,0.8265895953757225,3,False,False,False
65,81,77,0.65,0.7710843373493976,0.7444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,79.0,0.7572254335260116,0,False,False,False
69,77,69,0.6900000000000001,0.7228915662650603,0.6555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,73.0,0.6878612716763005,0,False,False,False
57,69,68,0.5700000000000001,0.6265060240963856,0.6444444444444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,68.5,0.6358381502890174,0,False,False,False
59,41,42,0.59,0.28915662650602414,0.35555555555555557,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,41.5,0.32369942196531787,0,False,False,False
74,71,78,0.74,0.6506024096385543,0.7555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,74.5,0.7052023121387283,0,False,False,False
82,62,62,0.8200000000000001,0.5421686746987953,0.5777777777777777,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,62.0,0.5606936416184971,0,False,False,False
81,80,76,0.81,0.7590361445783133,0.7333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,78.0,0.7456647398843931,1,False,False,False
74,81,76,0.74,0.7710843373493976,0.7333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,78.5,0.7514450867052023,0,False,False,False
58,61,66,0.58,0.5301204819277109,0.6222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,63.5,0.5780346820809248,0,False,False,False
80,79,79,0.8,0.746987951807229,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,79.0,0.7572254335260116,0,False,False,False
35,28,27,0.35000000000000003,0.13253012048192772,0.18888888888888888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,27.5,0.16184971098265896,0,False,True,False
42,62,60,0.42,0.5421686746987953,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,61.0,0.5491329479768786,0,False,False,False
60,51,56,0.6,0.40963855421686746,0.5111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,53.5,0.4624277456647399,3,False,False,False
87,91,81,0.87,0.8915662650602411,0.7888888888888889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,86.0,0.838150289017341,1,False,False,False
84,83,75,0.84,0.7951807228915663,0.7222222222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,79.0,0.7572254335260116,0,False,False,False
83,86,88,0.8300000000000001,0.8313253012048193,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,87.0,0.8497109826589596,3,False,False,False
34,42,39,0.34,0.3012048192771085,0.32222222222222224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,40.5,0.3121387283236994,0,False,False,False
66,77,70,0.66,0.7228915662650603,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,73.5,0.6936416184971098,0,False,False,False
61,56,56,0.61,0.4698795180722892,0.5111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,56.0,0.49132947976878616,0,False,False,False
56,68,74,0.56,0.6144578313253013,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,71.0,0.6647398843930635,1,False,False,False
87,85,73,0.87,0.819277108433735,0.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,79.0,0.7572254335260116,0,False,False,False
55,65,62,0.55,0.5783132530120483,0.5777777777777777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,63.5,0.5780346820809248,0,False,False,False
86,80,75,0.86,0.7590361445783133,0.7222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,77.5,0.7398843930635838,0,False,False,False
52,66,73,0.52,0.5903614457831325,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,69.5,0.6473988439306358,3,False,False,False
45,56,54,0.45,0.4698795180722892,0.4888888888888889,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,55.0,0.47976878612716767,0,False,False,False
72,72,71,0.72,0.6626506024096386,0.6777777777777778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,71.5,0.6705202312138728,0,False,False,False
57,50,54,0.5700000000000001,0.3975903614457832,0.4888888888888889,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,52.0,0.4450867052023121,0,False,False,False
68,72,64,0.68,0.6626506024096386,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,68.0,0.630057803468208,0,False,False,False
88,95,94,0.88,0.9397590361445783,0.9333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,94.5,0.9364161849710982,2,False,False,False
76,64,66,0.76,0.5662650602409639,0.6222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,65.0,0.5953757225433526,0,False,False,False
46,43,42,0.46,0.3132530120481928,0.35555555555555557,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,42.5,0.33526011560693636,0,False,False,False
67,86,83,0.67,0.8313253012048193,0.8111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,84.5,0.8208092485549132,0,False,False,False
92,87,78,0.92,0.8433734939759038,0.7555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,82.5,0.7976878612716762,0,False,False,False
83,82,84,0.8300000000000001,0.783132530120482,0.8222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4,83.0,0.8034682080924855,4,False,False,False
80,75,77,0.8,0.6987951807228916,0.7444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,76.0,0.7225433526011561,0,False,False,False
63,66,67,0.63,0.5903614457831325,0.6333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4,66.5,0.6127167630057804,0,False,False,False
64,60,74,0.64,0.5180722891566265,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,67.0,0.6184971098265896,0,False,False,False
54,52,51,0.54,0.42168674698795183,0.45555555555555555,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,51.5,0.4393063583815029,0,False,False,False
84,80,80,0.84,0.7590361445783133,0.7777777777777778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,80.0,0.7687861271676301,0,False,False,False
73,68,66,0.73,0.6144578313253013,0.6222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,67.0,0.6184971098265896,1,False,False,False
80,83,83,0.8,0.7951807228915663,0.8111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,83.0,0.8034682080924855,0,False,False,False
56,52,55,0.56,0.42168674698795183,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,53.5,0.4624277456647399,0,False,False,False
59,51,43,0.59,0.40963855421686746,0.3666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,47.0,0.3872832369942196,0,False,False,False
75,74,69,0.75,0.6867469879518073,0.6555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,71.5,0.6705202312138728,0,False,False,False
85,76,71,0.85,0.710843373493976,0.6777777777777778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,73.5,0.6936416184971098,0,False,False,False
89,76,74,0.89,0.710843373493976,0.7111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,75.0,0.7109826589595376,0,False,False,False
58,70,68,0.58,0.6385542168674699,0.6444444444444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,69.0,0.6416184971098265,1,False,False,False
65,64,62,0.65,0.5662650602409639,0.5777777777777777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,63.0,0.5722543352601156,0,False,False,False
68,60,53,0.68,0.5180722891566265,0.4777777777777778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,56.5,0.49710982658959535,0,False,False,False
47,49,49,0.47000000000000003,0.3855421686746988,0.4333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,49.0,0.4104046242774566,0,False,False,False
71,83,83,0.71,0.7951807228915663,0.8111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,83.0,0.8034682080924855,0,False,False,False
60,70,70,0.6,0.6385542168674699,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,70.0,0.653179190751445,0,False,False,False
80,80,72,0.8,0.7590361445783133,0.6888888888888889,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,76.0,0.7225433526011561,0,False,False,False
54,52,52,0.54,0.42168674698795183,0.46666666666666673,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,52.0,0.4450867052023121,0,False,False,False
62,73,70,0.62,0.674698795180723,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,71.5,0.6705202312138728,0,False,False,False
64,73,68,0.64,0.674698795180723,0.6444444444444444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,70.5,0.6589595375722543,0,False,False,False
78,77,77,0.78,0.7228915662650603,0.7444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,77.0,0.7341040462427746,3,False,False,False
70,75,78,0.7000000000000001,0.6987951807228916,0.7555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,76.5,0.7283236994219653,0,False,False,False
65,81,81,0.65,0.7710843373493976,0.7888888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5,81.0,0.7803468208092486,5,False,False,False
64,79,77,0.64,0.746987951807229,0.7444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,78.0,0.7456647398843931,0,False,False,False
79,79,78,0.79,0.746987951807229,0.7555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,78.5,0.7514450867052023,2,False,False,False
44,50,51,0.44,0.3975903614457832,0.45555555555555555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,50.5,0.4277456647398844,0,False,False,False
99,93,90,0.99,0.9156626506024098,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,91.5,0.9017341040462427,0,False,False,False
76,73,68,0.76,0.674698795180723,0.6444444444444444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,70.5,0.6589595375722543,0,False,False,False
59,42,41,0.59,0.3012048192771085,0.34444444444444444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,41.5,0.32369942196531787,0,False,False,False
63,75,81,0.63,0.6987951807228916,0.7888888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,78.0,0.7456647398843931,0,False,False,False
69,72,77,0.6900000000000001,0.6626506024096386,0.7444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,74.5,0.7052023121387283,0,False,False,False
88,92,95,0.88,0.9036144578313253,0.9444444444444444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3,93.5,0.9248554913294796,3,False,False,False
71,76,70,0.71,0.710843373493976,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,73.0,0.6878612716763005,0,False,False,False
69,63,61,0.6900000000000001,0.5542168674698795,0.5666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,62.0,0.5606936416184971,0,False,False,False
58,49,42,0.58,0.3855421686746988,0.35555555555555557,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,45.5,0.36994219653179194,0,False,False,False
47,53,58,0.47000000000000003,0.4337349397590362,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,55.5,0.48554913294797686,0,False,False,False
65,70,71,0.65,0.6385542168674699,0.6777777777777778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,70.5,0.6589595375722543,0,False,False,False
88,85,76,0.88,0.819277108433735,0.7333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,80.5,0.7745664739884393,2,False,False,False
83,78,73,0.8300000000000001,0.7349397590361446,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,75.5,0.7167630057803468,0,False,False,False
85,92,93,0.85,0.9036144578313253,0.9222222222222223,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,92.5,0.9132947976878613,0,False,False,False
59,63,75,0.59,0.5542168674698795,0.7222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,69.0,0.6416184971098265,1,False,False,False
65,86,80,0.65,0.8313253012048193,0.7777777777777778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,83.0,0.8034682080924855,0,False,False,False
73,56,57,0.73,0.4698795180722892,0.5222222222222221,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,56.5,0.49710982658959535,0,False,False,False
53,52,42,0.53,0.42168674698795183,0.35555555555555557,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,47.0,0.3872832369942196,0,False,False,False
45,48,46,0.45,0.37349397590361455,0.4000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,47.0,0.3872832369942196,0,False,False,False
73,79,84,0.73,0.746987951807229,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4,81.5,0.7861271676300577,0,False,False,False
70,78,78,0.7000000000000001,0.7349397590361446,0.7555555555555555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,78.0,0.7456647398843931,2,False,False,False
37,46,46,0.37,0.3493975903614458,0.4000000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,46.0,0.37572254335260113,0,False,False,False
81,82,82,0.81,0.783132530120482,0.7999999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,82.0,0.791907514450867,3,False,False,False
97,82,88,0.97,0.783132530120482,0.8666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,85.0,0.8265895953757225,3,False,False,False
67,89,82,0.67,0.8674698795180723,0.7999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,85.5,0.8323699421965318,0,False,False,False
